NA,s10,s100,s1000,smax,uplift,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,h0,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB,s10000
UnitedStates3600,0.276,0.571,0.891,3.891,0.2,33,9,1,2,2,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.562,2.23,102.753,0,0.046285219,1.081222367,0.058555188,35.588279724,0.046285219,0.164389355,49.619736202,1.782780115
UnitedStates3601,0.13,0.262,0.399,3.399,0.226,64,19,2,3,3,3,3,3,2.25,2.25,2.25,2.25,1.75,1.75,1.75,18.573,1.684,2273.78,0,0.045131373,1.08060032,0.05441568,36.531946585,0.045131373,0.159139405,50.151571795,0.771097375
UnitedStates3602,0.134,0.271,0.413,3.413,0.23,11,2,1,4,6,3.666666667,3.666666667,3.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,9.561,1.284,97.429,0,0.106639132,2.523427269,0.053519058,36.644093665,0.106639132,0.159530817,50.11170527,0.803186481
UnitedStates3603,0.155,0.316,0.484,3.484,0.23,6,1,1,1,2,1.333333333,1.333333333,1.333333333,0.25,0.25,0.25,0.25,0,0,0,4.678,1.369,548.764,0,0.104986302,2.164822117,0.055423094,31.094248341,0.104986302,0.167137296,41.708891131,0.952930953
UnitedStates3604,0.18,0.368,0.567,3.567,0.23,16,2,3,1,2,1.666666667,1.666666667,1.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,16.785,1.485,6084.04,0,0.186666097,3.609681482,0.058231053,28.603785915,0.186666097,0.17208318,38.778469009,1.118017398
UnitedStates3605,0.17,0.348,0.535,3.535,0.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.906,0,467.042,0,0.420982423,9.37383174,0.058947813,34.354115428,0.420982423,0.167468744,47.663864893,1.059136078
UnitedStates3606,0.162,0.332,0.51,3.51,0.23,3,1,1,2,1,3,3,3,0.5,0.5,0.5,0.5,0.25,0.25,0.25,18.816,1.243,3409.97,162.3675,0.046665367,1.081272592,0.059465241,35.006694789,0.046665367,0.168505641,48.766442761,1.012418206
UnitedStates3607,0.17,0.347,0.533,3.533,0.23,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,9.334,0,606.819,1.512,0.031711463,0.720937383,0.058769257,34.603439101,0.031711463,0.171023442,46.87370835,1.049872841
UnitedStates3608,0.139,0.283,0.431,3.431,0.197,9,1,1,1,1,4.666666667,4.666666667,4.666666667,7,7,7,7,2,2,2,78.468,0.931,38.768,11.43,0.149826946,3.246150485,0.055621136,32.865345681,0.149826946,0.162816945,44.950704655,0.849571978
UnitedStates3610,0.155,0.315,0.483,3.483,0.17,2,1,1,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,7.759,0,33.573,390,0.036183324,0.721782112,0.053601784,29.951103136,0.036183324,0.167642129,40.269048237,0.944396348
UnitedStates3611,0.177,0.363,0.56,3.56,0.17,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,0.25,0.25,0.25,4.884,1.383,438.246,0,0.089147551,0.729069165,0.070734574,11.432679425,0.089147551,0.208488934,15.400050884,1.110046379
UnitedStates3612,0.181,0.371,0.573,3.573,0.17,5,2,1,1,3,1,1,1,1.25,1.25,1.25,1.25,1.75,1.75,1.75,14.266,1.68,1709.21,0,0.055561029,0.724289359,0.059365535999999997,18.803115404,0.055561029,0.176531695,26.056077845,1.133717337
UnitedStates3613,0.184,0.378,0.582,3.582,0.17,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,4.86,0,760.831,0,0.079040884,1.086160147,0.055820452,19.979918261,0.079040884,0.176524925,27.144427518,1.159033938
UnitedStates3614,0.169,0.346,0.532,3.532,0.17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.979,0,532.501,0,0.103195103,1.089269723,0.060699172,15.078704386,0.103195103,0.18348912,20.477532767,1.053377513
UnitedStates3615,0.159,0.324,0.498,3.498,0.17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.601,0,241.97,0,0.070070684,1.443240032,0.05571824,30.863743066,0.070070684,0.166298277,41.839364682,0.977268684
UnitedStates3616,0.133,0.271,0.413,3.413,0.152,21,20,59,8,12,13.333333333,13.333333333,13.333333333,18,18,18,18,8.5,8.5,8.5,26.954,1.361,134.546,7.5114,0.049767616,1.081737787,0.059851332,32.716313714,0.049767616,0.169875841,45.072068083,0.814993395
UnitedStates3617,0.127,0.257,0.391,3.391,0.12,1,1,1,1,1,1.666666667,1.666666667,1.666666667,9.75,9.75,9.75,9.75,12.5,12.5,12.5,4.81,1.345,538.001,0,0.032286015,0.721039397,0.059688436,33.705024597,0.032286015,0.172792215,45.976960168,0.762169841
UnitedStates3618,0.117,0.236,0.358,3.358,0.12,2,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0,0,0,5.708,0,248.565,0,0.031231568,0.720607824,0.055887257,34.573050424,0.031231568,0.16136991,47.654727947,0.694822867
UnitedStates3619,0.118,0.239,0.362,3.362,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.574,0,371.763,0,0.076710691,1.801231183,0.055389034,35.767484076,0.076710691,0.159332713,49.137436911,0.708953678
UnitedStates3620,0.119,0.241,0.365,3.365,0.12,1,1,1,2,1,1.666666667,1.666666667,1.666666667,0.5,0.5,0.5,0.5,1,1,1,4.953,1.365,1483.67,0,0.164674326,3.6056872,0.059184849,33.47897871,0.164674326,0.167163221,46.597658809,0.714719875
UnitedStates3621,0.118,0.238,0.36,3.36,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.152,0,371.763,0,0.078931846,1.801596823,0.056263927,34.268753496,0.078931846,0.163125955,47.456441974,0.699937691
UnitedStates3622,0.116,0.234,0.355,3.355,0.12,2,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,6.005,0,1966.52,0.468,0.030101857,0.720395669,0.052098988,36.964996857,0.030101857,0.160561744,50.316301164,0.689055004
UnitedStates3623,0.108,0.216,0.326,3.326,0.12,6,1,1,1,2,0.333333333,0.333333333,0.333333333,1,1,1,1,0.75,0.75,0.75,10.451,0.953,771.349,1.404,0.045158835,1.080594055,0.05362882,36.751322241,0.045158835,0.160427984,50.334805415,0.624439705
UnitedStates3624,0.11,0.221,0.333,3.333,0.12,7,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.75,0.75,0.75,12.956,1.211,117.194,1.404,0.030105837,0.720395129,0.054698254,36.060337578,0.030105837,0.16226511,49.790413557,0.644189946
UnitedStates3625,0.113,0.227,0.343,3.343,0.109,23,2,1,1,1,2,2,2,3.25,3.25,3.25,3.25,4.25,4.25,4.25,151.176,1.163,17.345,1.908,0.030104107,0.720397414,0.052127834,36.955236666,0.030104107,0.160588143,50.308635487,0.6621528
UnitedStates3626,0.128,0.259,0.393,3.393,0.07,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,10.089,0,2.835,0,0.030476429,0.720471574,0.052358875,36.676698851,0.030476429,0.157515042,49.951203523,0.767283994
UnitedStates3627,0.125,0.253,0.385,3.385,0.07,12,1,1,2,2,0.666666667,0.666666667,0.666666667,0,0,0,0,1,1,1,20.568,1.175,315.272,0,0.030095229,0.720398295,0.05229988,36.941717283,0.030095229,0.15780054,50.460833193,0.750636334
UnitedStates3628,0.119,0.241,0.365,3.365,0.07,4,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,10.891,0.917,59.537,0,0.075233382,1.800985684,0.055387628,36.490676694,0.075233382,0.157392705,50.555146748,0.714719875
UnitedStates3629,0.138,0.28,0.428,3.428,0.07,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0,0,0,19.776,0,49.445,0,0.061385286,1.440983165,0.055304329,35.754625855,0.061385286,0.157680778,49.509171011,0.835975326
UnitedStates3630,0.156,0.317,0.485,3.485,0.07,1,1,2,1,1,0.333333333,0.333333333,0.333333333,1.5,1.5,1.5,1.5,0.25,0.25,0.25,13.394,1.375,545.496,0,0.167151089,3.962426798,0.05466041,36.358658088,0.167151089,0.159530606,50.163519554,0.949520509
UnitedStates3631,0.14,0.284,0.433,3.433,0.07,6,1,1,1,1,1.333333333,1.333333333,1.333333333,2.75,2.75,2.75,2.75,4.75,4.75,4.75,25.915,0.983,20.507,0,0.083046455,1.803399635,0.058075083,32.219496486,0.083046455,0.165475636,44.361465446,0.846861081
UnitedStates3632,0.136,0.277,0.422,3.422,0.07,5,1,1,3,1,2.666666667,2.666666667,2.666666667,5.25,5.25,5.25,5.25,3,3,3,21.533,1.07,30.665,0,0.032150613,0.72119666,0.055117076,33.847467172,0.032150613,0.164325999,45.982838442,0.832282626
UnitedStates3633,0.123,0.249,0.378,3.378,0.058,28,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1.5,1.5,1.5,96.393,0.9,10.884,0,0.031374502,0.720894348,0.060537796,34.394165828,0.031374502,0.168764515,47.632691711,0.738448803
UnitedStates5322,0.117,0.236,0.358,3.358,0.04,21,1,1,1,1,2.666666667,2.666666667,2.666666667,1,1,1,1,1,1,1,69.357,0.779,2.662,1199.7048,0.031071834,0.720847701,0.060751801,34.691674135,0.031071834,0.168505612,48.139266014,0.694822917
UnitedStates3634,0.114,0.23,0.348,3.348,0.039,6,1,1,2,1,2.333333333,2.333333333,2.333333333,1.75,1.75,1.75,1.75,0.75,0.75,0.75,9.454,1.264,590.272,0,0.031409118,0.72089015,0.059525421,34.642182631,0.031409118,0.170767742,47.369767972,0.676864499
UnitedStates3635,0.114,0.23,0.347,3.347,0.03,6,1,1,1,2,0.666666667,0.666666667,0.666666667,1,1,1,1,0.75,0.75,0.75,4.712,1.38,943.086,0,0.125626628,2.883548188,0.059837618,34.929327209,0.125626628,0.166706812,48.736312467,0.676201429
UnitedStates3636,0.118,0.237,0.359,3.359,0.03,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,4.633,0,937.1,0,0.156823915,3.604409627,0.060831571,34.690606136,0.156823915,0.168251277,48.447812318,0.691645347
UnitedStates3637,0.122,0.247,0.375,3.375,0.03,3,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,1.75,1.75,1.75,9.267,1.434,1471.37,0,0.113410115,2.524255132,0.05710269,33.29536115,0.113410115,0.164555265,46.034695892,0.73268197
UnitedStates3638,0.131,0.266,0.404,3.404,0.03,3,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,4.633,1.355,900.226,0,0.030815023,0.720810697,0.059661051,35.313448588,0.030815023,0.166223264,49.081694879,0.793656946
UnitedStates3639,0.124,0.251,0.382,3.382,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.032,0,430.652,0,0.377541099,8.650897329,0.057608032,35.55986266,0.377541099,0.166533853,49.149965888,0.744868887
UnitedStates3640,0.121,0.243,0.368,3.368,0.03,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.25,9.324,1.113,67.808,0,1.346437232,31.72482055,0.054119271,36.283431909,1.346437232,0.162219546,49.203891455,0.708953728
UnitedStates3641,0.126,0.254,0.385,3.385,0.03,3,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,1.25,1.25,1.25,5.043,1.447,852.244,0,0.586719332,14.047724773,0.054225138,36.9164581,0.586719332,0.158051062,50.831165505,0.746739398
UnitedStates3642,0.122,0.246,0.373,3.373,0.03,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.455,0,437.657,0,0.167316522,3.965236789,0.053870777,36.620829777,0.167316522,0.160319789,49.969243857,0.723665725
UnitedStates3643,0.146,0.298,0.456,3.456,0.03,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,16.425,0.982,12.936,0,0.24070371,5.763150523,0.054770909,36.730552056,0.24070371,0.156376604,50.883278743,0.900422479
UnitedStates3644,0.252,0.52,0.808,3.808,0.03,1,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,1.56,1.667,234.121,0,0.090268601,2.161190797,0.055481622,36.490742824,0.090268601,0.157474026,50.566792258,1.613150317
UnitedStates3645,0.326,0.677,1.057,4.057,0.03,2,1,1,1,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.25,0.25,0.25,3.372,0,815.131,0,0.051218596,1.082234765,0.056294521,31.556908223,0.051218596,0.138658221,45.704063356,2.129881822
UnitedStates3646,0.412,0.857,1.343,4.343,0.01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.75,2.488,1046.83,0,0.112097525,2.523502584,0.05986145,34.234677733,0.112097525,0.166485456,47.993442404,2.708057848
UnitedStates3647,0.234,0.483,0.749,3.749,0.01,1,1,4,3,1,2.333333333,2.333333333,2.333333333,0.75,0.75,0.75,0.75,1,1,1,5.292,1.802,595.78,0,0.048429382,1.081558804,0.059183027,33.914505948,0.048429382,0.171964937,46.311735691,1.49826748
UnitedStates3648,0.181,0.371,0.572,3.572,0.01,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.742,0,1124.23,0,0.032029106,0.721002296,0.058795856,34.248583105,0.032029106,0.171678634,46.611606185,1.133075226
UnitedStates3649,0.252,0.521,0.81,3.81,0.01,1,2,4,2,4,2.333333333,2.333333333,2.333333333,2.75,2.75,2.75,2.75,2.25,2.25,2.25,5.447,2.008,869.701,0,0.030682334,0.720511055,0.055127898,35.471119556,0.030682334,0.16021178,48.792206467,1.622639366
UnitedStates3650,0.122,0.247,0.375,3.375,0.01,1,1,2,2,1,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.719,1.467,385.561,0,0.218913472,5.047717935,0.05475636,35.3028682,0.218913472,0.161878623,48.261273457,0.73268197
UnitedStates3651,0.125,0.253,0.384,3.384,0.01,1,5,3,1,5,2.333333333,2.333333333,2.333333333,3,3,3,3,2.5,2.5,2.5,5.43,1.586,2201.23,0,0.102323015,2.164476368,0.058196737,31.317990487,0.102323015,0.166984312,42.936260597,0.749983021
UnitedStates3652,0.116,0.234,0.354,3.354,0.01,2,1,2,1,1,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.849,1.345,2653.33,0,0.035033291,0.721617192,0.05553039,30.724329083,0.035033291,0.166275005,41.845486165,0.688401531
UnitedStates3653,0.112,0.226,0.341,3.341,0.01,13,9,25,8,14,7.666666667,7.666666667,7.666666667,5.75,5.75,5.75,5.75,2.5,2.5,2.5,36.658,1.262,76.857,9.36,0.067526543,0.725996766,0.059652276,15.379522931,0.067526543,0.177817172,21.202921653,0.664665382
UnitedStates3654,0.11,0.221,0.334,3.334,0.006,4,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0.25,0.25,0.25,28.3,1.144,112.835,139.6767,0.271342532,2.904163941,0.061494787,15.263024542,0.271342532,0.182666641,21.03647101,0.64484437
UnitedStates3655,0.109,0.219,0.33,3.33,0,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,7.185,0,344.965,0,1.168278369,12.344823157,0.063911973,14.958777511,1.168278369,0.188501966,20.607320838,0.638420558
UnitedStates3656,0.123,0.248,0.376,3.376,0,10,3,3,2,3,3.333333333,3.333333333,3.333333333,1.5,1.5,1.5,1.5,2.25,2.25,2.25,15.183,1.621,3972.29,0,3.343187217,34.862307063,0.062763141,14.87592327,3.343187217,0.184350293,20.602285566,0.729434221
UnitedStates3657,0.121,0.245,0.371,3.371,0,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,2.916,0,1492.14,0,0.326319479,2.197318267,0.066819851,9.080734498,0.326319479,0.195755927,12.49346833,0.726253145
UnitedStates3658,0.12,0.242,0.367,3.367,0,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0.683,0,693.534,0,3.555208698,80.773707344,0.054537189,34.813215178,3.555208698,0.16139509,47.717793163,0.712128703
UnitedStates3659,0.113,0.227,0.343,3.343,0,13,1,1,1,1,2.333333333,2.333333333,2.333333333,3.5,3.5,3.5,3.5,4,4,4,20.032,1.472,2800.62,0,0.430222506,10.086993809,0.053122034,36.44448574,0.430222506,0.154855425,50.247763323,0.662152833
UnitedStates3660,0.108,0.216,0.326,3.326,0,4,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,7.884,1.225,719.73,0,5.308264725,94.944671256,0.060967025,26.238060883,5.308264725,0.172422341,36.635877405,0.624439705
UnitedStates3661,0.108,0.218,0.328,3.328,0,19,8,1,1,1,3.666666667,3.666666667,3.666666667,3.5,3.5,3.5,3.5,2.5,2.5,2.5,13.165,1.507,2448.56,0.0468,5.521641846,98.566327131,0.059427157,26.183747476,5.521641846,0.170755035,36.309158002,0.640918605
UnitedStates3662,0.175,0.358,0.55,3.55,0,12,4,1,4,9,13.333333333,13.333333333,13.333333333,4.75,4.75,4.75,4.75,4.25,4.25,4.25,5.157,1.828,1142.28,0,0.510597808,11.179046765,0.056247662,33.150194812,0.510597808,0.165330126,45.192561129,1.087930733
UnitedStates3663,0.262,0.542,0.843,3.843,0,8,1,1,3,4,6.333333333,6.333333333,6.333333333,6,6,6,6,9.5,9.5,9.5,8.345,2.147,6140.41,0,1.191893864,27.037289122,0.056698475,34.487036082,1.191893864,0.162793828,47.384665071,1.690256978
UnitedStates3664,0.138,0.281,0.429,3.429,0,39,32,34,32,47,33,33,33,34.75,34.75,34.75,34.75,25,25,25,34.912,1.407,2165.85,0,1.635231318,32.182489078,0.055759599,29.679699181,1.635231318,0.167924745,40.248584406,0.844468848
UnitedStates3665,0.111,0.223,0.337,3.337,0,1,1,1,1,2,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,5.25,5.25,5.25,3.851,1.278,1098.73,0.117,1.608482308,29.963565136,0.058615713,27.635790271,1.608482308,0.169995762,37.840561096,0.650613422
UnitedStates3666,0.11,0.222,0.335,3.335,0,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,6.907,1.015,175.711,3.599,0.401399298,6.505965502,0.059162403,23.45959316,0.401399298,0.174862043,32.311915846,0.653128439
UnitedStates3667,0.109,0.218,0.328,3.328,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.797,0,76.663,0.189,0.946630351,20.913855632,0.057525738,33.291723878,0.946630351,0.163333485,46.041485749,0.629564934
UnitedStates3668,0.109,0.219,0.33,3.33,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.746,0,844.107,0,0.328106842,7.570276584,0.056526868,34.829958476,0.328106842,0.163886206,48.227575495,0.638421014
UnitedStates3669,0.109,0.22,0.333,3.333,0,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,4.552,0,1048.01,3.3925,6.212923776,129.136308113,0.057283325,31.451105524,6.212923776,0.165693231,43.275531775,0.648023918
UnitedStates3670,0.109,0.219,0.331,3.331,0,2,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,6.636,0,1738.75,0.4104,0.968221434,19.483534496,0.059838241,29.750404142,0.968221434,0.17022022,40.772049267,0.639074693
UnitedStates3671,0.111,0.223,0.336,3.336,0,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,4.68,0,1233.85,0,1.768313828,35.361730134,0.06094916,29.285706825,1.768313828,0.16943685,40.721286245,0.649959837
UnitedStates3672,0.112,0.224,0.338,3.338,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.958,0,998.958,0,10.334871802,119.318401842,0.065181969,16.272086778,10.334871802,0.185577601,22.695939072,0.647519201
UnitedStates3673,0.112,0.225,0.34,3.34,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,3.946,0,1109.11,0,90.25446484,866.913016835,0.063520851,13.574594719,90.25446484,0.184143247,18.795699172,0.656383305
UnitedStates3674,0.113,0.229,0.346,3.346,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.802,0,950.159,0,2.348684502,55.872675797,0.055564448,36.089179669,2.348684502,0.15964047,50.343886776,0.679448895
UnitedStates3675,0.112,0.227,0.342,3.342,0,7,3,1,1,1,1.333333333,1.333333333,1.333333333,2.25,2.25,2.25,2.25,1.75,1.75,1.75,31.465,1.151,148.417,0,0.995782222,12.686076428,0.063848394,18.071895983,0.995782222,0.183734649,24.695739573,0.673000908
UnitedStates3676,0.115,0.231,0.348,3.348,0,2,3,1,1,1,2,2,2,1,1,1,1,1.25,1.25,1.25,10.395,1.359,1808.87,2.088,0.19559722,3.251193208,0.05673409,24.787585863,0.19559722,0.173839329,33.83126432,0.673037517
UnitedStates3677,0.113,0.226,0.341,3.341,0,1,1,2,1,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.75,0.75,0.75,5.818,1.296,1017.25,0,9.415839293,157.511685496,0.058163902,24.746872611,9.415839293,0.168853896,34.303139915,0.653289187
UnitedStates3678,0.113,0.227,0.342,3.342,0,6,4,2,1,1,3,3,3,1.5,1.5,1.5,1.5,0.75,0.75,0.75,14.815,1.426,1408.46,0,0.421717922,4.002607552,0.060378942,13.437883694,0.421717922,0.18419419,18.348021239,0.661498701
UnitedStates3679,0.111,0.224,0.337,3.337,0,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,0.25,0.25,0.25,9.463,1.299,781.556,0,0.067924652,0.726622237,0.056665368,15.359944651,0.067924652,0.178763469,20.836053647,0.658223912
UnitedStates3680,0.112,0.225,0.34,3.34,0,2,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,10.754,1.43,1752.98,0.9324,0.059458848,1.082864057,0.057363778,27.028566175,0.059458848,0.171891509,37.100904376,0.656383329
UnitedStates3681,0.112,0.225,0.34,3.34,0,15,2,1,4,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0,0,0,4.803,1.428,1190.73,0,1.351650114,18.118149511,0.061781849,19.354084307,1.351650114,0.176346292,26.953757637,0.656383299
UnitedStates3682,0.122,0.245,0.372,3.372,0,1,1,1,1,1,0,0,0,0.75,0.75,0.75,0.75,0,0,0,4.666,0,2995.49,0,0.145434012,1.45446161,0.059180155,14.162489278,0.145434012,0.183326324,19.303636868,0.71536018
UnitedStates3683,0.12,0.242,0.367,3.367,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.858,1.31,548.245,0.1044,0.39770684,3.281641456,0.057977805,11.721587444,0.39770684,0.187218332,15.880761231,0.71212867
UnitedStates3684,0.128,0.258,0.392,3.392,0,7,1,2,1,1,0.333333333,0.333333333,0.333333333,1.25,1.25,1.25,1.25,0,0,0,3.366,1.321,2507.13,0,0.14256238,1.813017222,0.06072209,18.215720088,0.14256238,0.179205844,24.666871176,0.758922506
UnitedStates3685,0.133,0.27,0.412,3.412,0,5,1,1,4,1,2.666666667,2.666666667,2.666666667,1.25,1.25,1.25,1.25,0.75,0.75,0.75,4.27,1.564,1423.96,0,0.458583647,8.661722432,0.057672034,27.957764165,0.458583647,0.167206521,38.801823244,0.806502328
UnitedStates3686,0.19,0.389,0.6,3.6,0,4,1,1,1,1,1,1,1,1.75,1.75,1.75,1.75,0.5,0.5,0.5,6.881,1.783,1164.41,0,15.662056047,217.303888675,0.060394497,20.294299607,15.662056047,0.176778822,27.84747494,1.185538703
UnitedStates3687,0.185,0.38,0.585,3.585,0,1,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,1.499,1.616,201.382,0,18.004880671,207.540661924,0.059436368,16.779937622,18.004880671,0.180029471,22.736925699,1.164788831
UnitedStates3688,0.181,0.371,0.571,3.571,0,1,3,3,2,3,2.666666667,2.666666667,2.666666667,3,3,3,3,1,1,1,5.11,1.624,1142.07,27.3744,7.317209853,139.288448122,0.05520138,28.792098429,7.317209853,0.167182221,39.350292493,1.13242755
UnitedStates3689,0.185,0.38,0.586,3.586,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.268,1.514,460.186,0,7.965611702,136.935206335,0.057808378,25.665709919,7.965611702,0.170478782,35.058916775,1.165441278
UnitedStates3690,0.157,0.321,0.491,3.491,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.133,1.328,201.382,0,5.177350987,91.39873658,0.057464596,26.531049979,5.177350987,0.168108848,36.487906265,0.97302592
UnitedStates3691,0.157,0.321,0.491,3.491,0,4,3,1,1,2,1,1,1,0.25,0.25,0.25,0.25,0,0,0,5.761,1.518,985.355,0,4.443770329,85.91547638,0.058395701,28.926291947,4.443770329,0.167216712,39.978407058,0.973025216
UnitedStates3692,0.144,0.292,0.446,3.446,0,1,1,1,3,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,2.658,0,77.959,0,10.746311958,217.613459312,0.056827204,30.710124352,10.746311958,0.162453158,42.405178307,0.870570046
UnitedStates3693,0.154,0.314,0.482,3.482,0,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,2.297,0,631.82,0,10.11448712,110.083123708,0.062010538,15.635108153,10.11448712,0.179625434,21.647216883,0.947815212
UnitedStates3694,0.174,0.355,0.546,3.546,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.64,0,184.049,0,11.651573309,186.980151897,0.058687982,23.78052225,11.651573309,0.172381898,32.45884528,1.073560172
UnitedStates3695,0.167,0.34,0.522,3.522,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.24,0,368.141,0,11.109902708,201.078166563,0.059130622,26.71171494,11.109902708,0.168301607,37.092178681,1.023373946
UnitedStates3696,0.163,0.332,0.509,3.509,0,5,1,2,4,4,2.333333333,2.333333333,2.333333333,2.25,2.25,2.25,2.25,0.5,0.5,0.5,5.056,1.571,1038.8,0,40.427877514,175.299628167,0.054999564,6.343776898,40.427877514,0.194583708,8.2064262,0.999679198
UnitedStates5323,0.117,0.236,0.356,3.356,0.031,39,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0,0,0,99.956,0.876,2.662,0,1.278839867,24.197467959,0.058493071,28.047643872,1.278839867,0.166380128,38.967392907,0.693506985
UnitedStates5339,0.108,0.216,0.326,3.326,0,6,1,1,1,1,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,0.25,0.25,0.25,72.657,0.653,2,0,18.721806312,284.365384334,0.061751652,21.961251437,18.721806312,0.175438554,30.439512668,0.624439705
UnitedStates5340,0.11,0.22,0.332,3.332,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.015,0,450.312,0,0.954083732,14.471030836,0.060985815,22.095178009,0.954083732,0.178037122,29.958899884,0.635979235
UnitedStates5341,0.107,0.214,0.322,3.322,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.935,0,12.996,7.28,1.432261099,29.569973387,0.057504614,30.869454449,1.432261099,0.165820432,42.729220191,0.618024946
UnitedStates5343,0.112,0.225,0.34,3.34,0,23,1,1,1,1,0.666666667,0.666666667,0.666666667,1.5,1.5,1.5,1.5,0.5,0.5,0.5,75.519,0.664,1.732,0,2.893273426,39.11763011,0.061303586,19.559215982,2.893273426,0.181865131,26.479416269,0.65638332
UnitedStates4439,0.351,0.735,1.154,4.154,0.41,1,1,6,1,6,10.666666667,10.666666667,10.666666667,12.75,12.75,12.75,12.75,7.25,7.25,7.25,4.817,1.519,205.031,0,1.283066942,22.04355534,0.059187808,25.399107881,1.283066942,0.170465634,34.898963841,2.354597878
