segments,segid,longi,lati
Japan11117,11117,127.454,26.224
Japan11161,11161,128.183,26.775
Japan11163,11163,127.998,27.083
Japan11175,11175,128.415,27.058
Spain8479,8479,-16.562,28.392
Spain8480,8480,-16.469,28.439
Spain8481,8481,-16.398,28.522
Spain8482,8482,-16.367,28.539
Spain8483,8483,-16.157,28.559
Spain8484,8484,-16.314,28.394
Spain8485,8485,-16.424,28.138
Spain8486,8486,-16.649,27.996
Spain8534,8534,-15.811,27.892
Spain8535,8535,-15.617,28.155
Spain8536,8536,-15.399,28.121
Spain8537,8537,-15.387,27.888
Spain8538,8538,-15.514,27.771
UnitedStates4079,4079,-67.011,44.793
UnitedStates4089,4089,-70.737,43.081
UnitedStates4090,4090,-70.723,43.069
UnitedStates4091,4091,-70.706,43.055
UnitedStates4092,4092,-70.71,43.045
UnitedStates4093,4093,-70.749,42.987
UnitedStates4094,4094,-70.805,42.907
UnitedStates4095,4095,-70.813,42.876
UnitedStates4171,4171,-73.602,41.012
UnitedStates4172,4172,-73.876,41.172
UnitedStates4173,4173,-73.872,41.146
UnitedStates4174,4174,-73.866,41.083
UnitedStates4175,4175,-73.873,41.029
UnitedStates4176,4176,-73.877,41.008
UnitedStates4177,4177,-73.849,40.819
UnitedStates4178,4178,-73.887,41.194
UnitedStates4179,4179,-73.906,41.227
UnitedStates4180,4180,-73.937,41.279
UnitedStates4181,4181,-73.979,41.276
UnitedStates4182,4182,-73.913,41.137
UnitedStates4183,4183,-73.905,40.995
UnitedStates4184,4184,-73.904,40.959
UnitedStates7452,7452,-74.235,40.521
UnitedStates7453,7453,-74.22,40.563
UnitedStates7454,7454,-74.199,40.604
UnitedStates7455,7455,-74.056,40.602
UnitedStates7456,7456,-74.214,40.514
UnitedStates7461,7461,-73.948,40.763
UnitedStates7462,7462,-73.729,40.853
UnitedStates7463,7463,-73.688,40.874
UnitedStates7464,7464,-73.607,40.914
UnitedStates7465,7465,-73.521,40.93
UnitedStates7466,7466,-73.458,40.932
UnitedStates7467,7467,-73.333,40.923
UnitedStates7468,7468,-73.229,40.911
UnitedStates7469,7469,-73.205,40.916
UnitedStates7470,7470,-73.184,40.925
UnitedStates7471,7471,-73.085,40.958
UnitedStates7472,7472,-72.979,40.969
UnitedStates7473,7473,-72.896,40.97
UnitedStates7474,7474,-72.441,40.921
UnitedStates7475,7475,-72.541,40.826
UnitedStates7476,7476,-72.687,40.791
UnitedStates7477,7477,-72.792,40.774
UnitedStates7478,7478,-72.855,40.76
UnitedStates7479,7479,-72.936,40.766
UnitedStates7480,7480,-73.063,40.739
UnitedStates7481,7481,-73.146,40.718
UnitedStates7482,7482,-73.183,40.711
UnitedStates7483,7483,-73.204,40.708
UnitedStates7484,7484,-73.229,40.703
UnitedStates7485,7485,-73.271,40.696
UnitedStates7486,7486,-73.487,40.658
UnitedStates7487,7487,-73.587,40.604
UnitedStates7488,7488,-73.731,40.593
UnitedStates7489,7489,-73.796,40.648
UnitedStates7490,7490,-73.892,40.605
UnitedStates4080,4080,-70.042,43.851
UnitedStates4083,4083,-70.161,43.788
UnitedStates4084,4084,-70.222,43.695
UnitedStates4085,4085,-70.24,43.654
UnitedStates4086,4086,-70.233,43.568
UnitedStates4087,4087,-70.347,43.459
UnitedStates4088,4088,-70.58,43.246
UnitedStates4081,4081,-69.991,43.875
UnitedStates4082,4082,-69.083,44.055
UnitedStates7646,7646,-68.66,44.284
UnitedStates7650,7650,-68.283,44.45
UnitedStates4220,4220,-75.033,40.006
UnitedStates4260,4260,-75.103,39.978
UnitedStates4255,4255,-75.406,39.824
UnitedStates4256,4256,-75.363,39.849
UnitedStates4257,4257,-75.313,39.863
UnitedStates4258,4258,-75.271,39.868
UnitedStates4259,4259,-75.199,39.884
UnitedStates4261,4261,-75.438,39.802
UnitedStates4133,4133,-71.819,41.321
UnitedStates4148,4148,-73.53,41.028
UnitedStates4149,4149,-73.479,41.048
UnitedStates4150,4150,-73.417,41.077
UnitedStates4151,4151,-73.313,41.122
UnitedStates4152,4152,-73.208,41.16
UnitedStates4153,4153,-73.148,41.159
UnitedStates4154,4154,-73.09,41.186
UnitedStates4155,4155,-73.047,41.211
UnitedStates4156,4156,-72.953,41.264
UnitedStates4157,4157,-72.812,41.259
UnitedStates4158,4158,-72.729,41.268
UnitedStates4159,4159,-72.667,41.274
UnitedStates4160,4160,-72.604,41.279
UnitedStates4161,4161,-72.542,41.267
UnitedStates4162,4162,-72.437,41.269
UnitedStates4163,4163,-72.354,41.275
UnitedStates4164,4164,-72.291,41.283
UnitedStates4165,4165,-72.183,41.326
UnitedStates4166,4166,-72.095,41.334
UnitedStates4167,4167,-72.021,41.342
UnitedStates4168,4168,-71.916,41.344
UnitedStates4169,4169,-71.871,41.336
UnitedStates4170,4170,-71.857,41.326
UnitedStates4109,4109,-71.02,41.525
UnitedStates4123,4123,-71.198,41.669
UnitedStates4124,4124,-71.205,41.646
UnitedStates4125,4125,-71.203,41.508
UnitedStates4128,4128,-71.165,41.71
UnitedStates4129,4129,-71.208,41.731
UnitedStates4134,4134,-71.771,41.328
UnitedStates4135,4135,-71.641,41.361
UnitedStates4136,4136,-71.516,41.371
UnitedStates4137,4137,-71.502,41.376
UnitedStates4138,4138,-71.449,41.431
UnitedStates4139,4139,-71.419,41.521
UnitedStates4140,4140,-71.417,41.552
UnitedStates4141,4141,-71.413,41.615
UnitedStates4142,4142,-71.391,41.793
UnitedStates4143,4143,-71.321,41.688
UnitedStates4144,4144,-71.301,41.662
UnitedStates4145,4145,-71.27,41.654
UnitedStates4146,4146,-71.25,41.667
UnitedStates4147,4147,-71.235,41.684
UnitedStates7593,7593,-71.355,41.458
UnitedStates7594,7594,-71.346,41.479
UnitedStates7595,7595,-71.335,41.504
UnitedStates7596,7596,-71.326,41.525
UnitedStates7597,7597,-71.308,41.563
UnitedStates7598,7598,-71.281,41.604
UnitedStates7599,7599,-71.233,41.646
UnitedStates7600,7600,-71.223,41.604
UnitedStates7601,7601,-71.227,41.542
UnitedStates7602,7602,-71.27,41.474
UnitedStates7603,7603,-71.324,41.458
UnitedStates7604,7604,-71.344,41.458
UnitedStates4096,4096,-70.812,42.854
UnitedStates4097,4097,-70.81,42.813
UnitedStates4098,4098,-70.789,42.699
UnitedStates4099,4099,-70.619,42.69
UnitedStates4100,4100,-70.645,42.592
UnitedStates4101,4101,-70.765,42.564
UnitedStates4102,4102,-71.028,42.382
UnitedStates4103,4103,-70.753,42.242
UnitedStates4104,4104,-70.665,42.088
UnitedStates4105,4105,-70.654,42.062
UnitedStates4106,4106,-70.67,42.021
UnitedStates4107,4107,-70.676,41.991
UnitedStates4108,4108,-70.656,41.974
UnitedStates4110,4110,-70.896,41.575
UnitedStates4111,4111,-70.848,41.607
UnitedStates4112,4112,-70.767,41.682
UnitedStates4113,4113,-70.683,41.715
UnitedStates4114,4114,-70.655,41.622
UnitedStates4115,4115,-70.583,41.548
UnitedStates4116,4116,-70.469,41.576
UnitedStates4117,4117,-70.27,41.641
UnitedStates4118,4118,-70.177,42.048
UnitedStates4119,4119,-70.522,41.862
UnitedStates4120,4120,-70.583,41.95
UnitedStates4121,4121,-70.626,41.958
UnitedStates4122,4122,-70.636,41.961
UnitedStates4126,4126,-71.12,41.78
UnitedStates4127,4127,-71.13,41.76
UnitedStates4130,4130,-71.172,41.753
UnitedStates4131,4131,-71.146,41.77
UnitedStates4132,4132,-71.12,41.786
UnitedStates7612,7612,-70.554,41.463
UnitedStates7639,7639,-70.188,41.269
UnitedStates7640,7640,-70.102,41.302
UnitedStates7641,7641,-69.996,41.329
UnitedStates4221,4221,-75.04,39.998
UnitedStates4185,4185,-73.92,40.924
UnitedStates4186,4186,-74.013,40.734
UnitedStates4187,4187,-74.147,40.689
UnitedStates4188,4188,-74.19,40.65
UnitedStates4189,4189,-74.221,40.604
UnitedStates4190,4190,-74.259,40.521
UnitedStates4191,4191,-74.251,40.458
UnitedStates4192,4192,-74.226,40.446
UnitedStates4193,4193,-74.142,40.438
UnitedStates4194,4194,-74.063,40.443
UnitedStates4195,4195,-73.995,40.458
UnitedStates4196,4196,-73.955,40.377
UnitedStates4197,4197,-73.954,40.291
UnitedStates4198,4198,-73.97,40.229
UnitedStates4199,4199,-73.981,40.186
UnitedStates4200,4200,-74.018,40.041
UnitedStates4204,4204,-74.057,39.958
UnitedStates4205,4205,-74.045,40.021
UnitedStates4206,4206,-74.056,40.051
UnitedStates4207,4207,-74.08,40.021
UnitedStates4208,4208,-74.092,39.979
UnitedStates4222,4222,-75.081,39.937
UnitedStates4223,4223,-75.131,39.879
UnitedStates4224,4224,-75.151,39.871
UnitedStates4225,4225,-75.208,39.861
UnitedStates4226,4226,-75.271,39.847
UnitedStates4227,4227,-75.31,39.838
UnitedStates4228,4228,-75.352,39.826
UnitedStates4229,4229,-75.394,39.804
UnitedStates4230,4230,-75.436,39.772
UnitedStates4231,4231,-75.474,39.729
UnitedStates4232,4232,-75.495,39.702
UnitedStates4233,4233,-75.511,39.681
UnitedStates4234,4234,-75.532,39.654
UnitedStates4235,4235,-75.548,39.633
UnitedStates4236,4236,-75.24,39.275
UnitedStates4201,4201,-74.067,39.854
UnitedStates4202,4202,-74.088,39.775
UnitedStates4203,4203,-74.084,39.855
UnitedStates4209,4209,-74.132,39.875
UnitedStates4210,4210,-74.175,39.761
UnitedStates4211,4211,-74.153,39.71
UnitedStates4212,4212,-74.176,39.677
UnitedStates4213,4213,-74.197,39.656
UnitedStates4214,4214,-74.222,39.635
UnitedStates4215,4215,-74.243,39.62
UnitedStates4216,4216,-74.27,39.599
UnitedStates4217,4217,-74.291,39.583
UnitedStates4218,4218,-74.394,39.5
UnitedStates4219,4219,-74.46,39.423
UnitedStates4237,4237,-74.951,39.003
UnitedStates4238,4238,-74.963,38.942
UnitedStates4239,4239,-74.917,38.926
UnitedStates4240,4240,-74.855,38.947
UnitedStates4241,4241,-74.835,38.96
UnitedStates4242,4242,-74.813,38.98
UnitedStates4243,4243,-74.793,39.002
UnitedStates4244,4244,-74.738,39.061
UnitedStates4245,4245,-74.679,39.146
UnitedStates4246,4246,-74.654,39.188
UnitedStates4247,4247,-74.607,39.248
UnitedStates4248,4248,-74.649,39.291
UnitedStates4249,4249,-74.604,39.312
UnitedStates4250,4250,-74.571,39.327
UnitedStates4251,4251,-74.55,39.335
UnitedStates4252,4252,-74.527,39.336
UnitedStates4253,4253,-74.47,39.336
UnitedStates4254,4254,-74.442,39.398
UnitedStates4262,4262,-75.456,39.79
UnitedStates4263,4263,-75.5,39.744
UnitedStates4264,4264,-75.557,39.683
UnitedStates4265,4265,-75.589,39.648
UnitedStates4266,4266,-75.332,38.974
UnitedStates4267,4267,-75.043,38.453
UnitedStates4269,4269,-75.061,38.436
UnitedStates4275,4275,-75.043,38.45
UnitedStates4276,4276,-75.075,38.456
UnitedStates4277,4277,-75.081,38.435
UnitedStates4280,4280,-77.02,38.797
UnitedStates4311,4311,-77.017,38.864
UnitedStates4312,4312,-77.04,38.85
UnitedStates4270,4270,-75.063,38.396
UnitedStates4271,4271,-75.072,38.343
UnitedStates4272,4272,-75.049,38.396
UnitedStates4273,4273,-75.043,38.429
UnitedStates4274,4274,-75.041,38.446
UnitedStates4278,4278,-75.205,38.207
UnitedStates4279,4279,-75.865,37.228
UnitedStates4281,4281,-77.008,38.749
UnitedStates4282,4282,-77.096,38.678
UnitedStates4283,4283,-77.162,38.621
UnitedStates4284,4284,-76.355,38.199
UnitedStates4285,4285,-76.535,38.75
UnitedStates4286,4286,-76.52,38.858
UnitedStates4287,4287,-76.475,38.895
UnitedStates4288,4288,-76.439,38.938
UnitedStates4289,4289,-76.413,38.979
UnitedStates4290,4290,-76.416,39.089
UnitedStates4291,4291,-76.495,39.188
UnitedStates4292,4292,-76.554,39.225
UnitedStates4293,4293,-76.579,39.266
UnitedStates4294,4294,-76.509,39.246
UnitedStates4295,4295,-76.48,39.229
UnitedStates4296,4296,-76.438,39.212
UnitedStates4297,4297,-76.388,39.225
UnitedStates4298,4298,-76.43,39.241
UnitedStates4299,4299,-76.451,39.258
UnitedStates4300,4300,-76.466,39.306
UnitedStates4301,4301,-76.354,39.403
UnitedStates4302,4302,-76.142,39.4
UnitedStates4303,4303,-76.095,39.525
UnitedStates4304,4304,-75.98,39.589
UnitedStates4305,4305,-75.874,39.584
UnitedStates4306,4306,-76.358,38.885
UnitedStates4307,4307,-76.066,38.578
UnitedStates4308,4308,-76.042,38.232
UnitedStates4346,4346,-75.89,36.649
UnitedStates4351,4351,-75.785,36.283
UnitedStates4352,4352,-75.644,36.021
UnitedStates4353,4353,-75.574,35.905
UnitedStates4354,4354,-75.796,36.285
UnitedStates4355,4355,-75.702,36.01
UnitedStates4356,4356,-75.597,35.906
UnitedStates4357,4357,-75.943,36.71
UnitedStates4358,4358,-75.955,36.545
UnitedStates4359,4359,-75.921,36.57
UnitedStates4360,4360,-75.941,36.487
UnitedStates4361,4361,-76.036,36.572
UnitedStates4362,4362,-75.882,36.17
UnitedStates4363,4363,-76.221,36.294
UnitedStates4364,4364,-75.721,35.7
UnitedStates4365,4365,-77.047,35.118
UnitedStates4366,4366,-76.987,35.03
UnitedStates4368,4368,-76.426,34.833
UnitedStates7530,7530,-75.52,35.757
UnitedStates4367,4367,-76.896,34.956
UnitedStates4369,4369,-77.375,34.712
UnitedStates4370,4370,-77.551,34.45
UnitedStates4371,4371,-77.855,34.161
UnitedStates4372,4372,-77.931,33.93
UnitedStates4373,4373,-77.953,34.146
UnitedStates4374,4374,-78.169,33.916
UnitedStates4398,4398,-78.618,33.86
UnitedStates4313,4313,-77.041,38.766
UnitedStates4314,4314,-77.059,38.72
UnitedStates4315,4315,-77.158,38.678
UnitedStates4316,4316,-77.24,38.606
UnitedStates4317,4317,-76.334,37.951
UnitedStates4321,4321,-76.268,37.532
UnitedStates4322,4322,-76.438,37.222
UnitedStates4323,4323,-76.349,37.189
UnitedStates4324,4324,-76.27,37.091
UnitedStates4325,4325,-76.294,37.004
UnitedStates4326,4326,-76.354,36.985
UnitedStates4327,4327,-76.418,36.988
UnitedStates4328,4328,-76.478,37.027
UnitedStates4329,4329,-76.499,37.042
UnitedStates4330,4330,-76.571,37.097
UnitedStates4331,4331,-76.908,37.268
UnitedStates4335,4335,-76.817,37.192
UnitedStates4336,4336,-76.447,36.897
UnitedStates4337,4337,-76.375,36.876
UnitedStates4338,4338,-76.303,36.858
UnitedStates4339,4339,-76.315,36.942
UnitedStates4340,4340,-76.228,36.947
UnitedStates4341,4341,-76.095,36.911
UnitedStates4342,4342,-76.015,36.92
UnitedStates4343,4343,-75.984,36.901
UnitedStates4344,4344,-75.965,36.858
UnitedStates4345,4345,-75.942,36.796
UnitedStates4384,4384,-80.066,32.599
UnitedStates4399,4399,-80.872,32.09
UnitedStates4400,4400,-80.803,32.118
UnitedStates4401,4401,-80.711,32.169
UnitedStates4402,4402,-80.674,32.215
UnitedStates4403,4403,-80.829,32.485
UnitedStates4404,4404,-80.693,32.325
UnitedStates4405,4405,-80.68,32.354
UnitedStates4406,4406,-80.675,32.419
UnitedStates4407,4407,-80.497,32.48
UnitedStates4408,4408,-81.212,31.562
UnitedStates4385,4385,-79.919,32.749
UnitedStates4386,4386,-79.942,32.759
UnitedStates4387,4387,-79.963,32.802
UnitedStates4388,4388,-79.916,32.853
UnitedStates4389,4389,-79.88,32.788
UnitedStates4390,4390,-79.812,32.769
UnitedStates4391,4391,-79.776,32.784
UnitedStates4392,4392,-79.232,33.235
UnitedStates4393,4393,-78.906,33.669
UnitedStates4394,4394,-78.794,33.751
UnitedStates4395,4395,-78.76,33.772
UnitedStates4396,4396,-78.718,33.798
UnitedStates4397,4397,-78.685,33.819
UnitedStates4569,4569,-87.39,30.47
UnitedStates4592,4592,-87.961,30.675
UnitedStates4593,4593,-87.917,30.604
UnitedStates4594,4594,-87.911,30.562
UnitedStates4595,4595,-87.923,30.521
UnitedStates4596,4596,-87.944,30.227
UnitedStates4599,4599,-88.156,30.324
UnitedStates4600,4600,-88.063,30.615
UnitedStates4601,4601,-88.031,30.679
UnitedStates4615,4615,-88.443,30.329
UnitedStates4603,4603,-89.418,30.212
UnitedStates4604,4604,-89.26,30.319
UnitedStates4605,4605,-89.173,30.335
UnitedStates4606,4606,-89.061,30.366
UnitedStates4607,4607,-88.97,30.418
UnitedStates4608,4608,-88.946,30.417
UnitedStates4609,4609,-88.884,30.415
UnitedStates4610,4610,-88.809,30.394
UnitedStates4611,4611,-88.728,30.348
UnitedStates4612,4612,-88.625,30.361
UnitedStates4613,4613,-88.562,30.349
UnitedStates4614,4614,-88.528,30.338
UnitedStates4628,4628,-89.645,30.169
UnitedStates4409,4409,-81.385,31.163
UnitedStates4410,4410,-81.421,31.206
UnitedStates4411,4411,-81.461,31.172
UnitedStates4412,4412,-81.453,30.956
UnitedStates4414,4414,-81.48,30.696
UnitedStates4623,4623,-90.124,30.023
UnitedStates4624,4624,-90.372,30.245
UnitedStates4625,4625,-90.082,30.364
UnitedStates4626,4626,-89.958,30.26
UnitedStates4621,4621,-89.648,29.271
UnitedStates4622,4622,-89.938,30.064
UnitedStates4627,4627,-89.803,30.218
UnitedStates4629,4629,-92.941,29.706
UnitedStates4655,4655,-93.846,29.986
UnitedStates5738,5738,-91.914,29.645
UnitedStates4553,4553,-85.88,30.221
UnitedStates4554,4554,-85.725,30.133
UnitedStates4555,4555,-85.834,30.288
UnitedStates4556,4556,-85.681,30.207
UnitedStates4557,4557,-85.649,30.147
UnitedStates4558,4558,-85.613,30.13
UnitedStates4559,4559,-85.592,30.121
UnitedStates4560,4560,-85.563,30.108
UnitedStates4561,4561,-85.409,30.034
UnitedStates4562,4562,-85.574,30.088
UnitedStates4563,4563,-85.097,29.715
UnitedStates4570,4570,-87.348,30.426
UnitedStates4571,4571,-87.492,30.284
UnitedStates4572,4572,-87.24,30.375
UnitedStates4573,4573,-87.179,30.434
UnitedStates4574,4574,-87.155,30.503
UnitedStates4575,4575,-86.941,30.456
UnitedStates4576,4576,-87.159,30.368
UnitedStates4577,4577,-86.962,30.395
