MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA-WiC POP,SSP5_v9_130115,BRN,Population,million,,,,,,,,,,,,,0.39892,0.429379478,0.457051258,0.482203258,0.502945568,0.520787104,0.536720909,0.550087111,0.559865776,0.565921478,0.568301383,0.566532783,0.560842003,0.550924186,0.536741116,0.519090575,0.497736358,0.472910118,0.445488008,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,BTN,Population,million,,,,,,,,,,,,,0.72594,0.794792667,0.866002315,0.935200609,0.997783271,1.056024242,1.109318493,1.15601783,1.194057992,1.222981635,1.242551858,1.25023722,1.246201407,1.230727486,1.204918439,1.170750959,1.130264903,1.085297049,1.03399241,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,BWA,Population,million,,,,,,,,,,,,,2.006945,2.118599627,2.232662684,2.335064114,2.420076181,2.498860055,2.573097932,2.640657559,2.698246591,2.741083497,2.768875122,2.772703882,2.755911868,2.720530818,2.667282814,2.598551103,2.516604499,2.423595113,2.321109047,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CAF,Population,million,,,,,,,,,,,,,4.401051,4.76885272,5.139823659,5.497495776,5.811990717,6.095333944,6.336129355,6.523202255,6.664970137,6.762780578,6.818937016,6.836337982,6.813014328,6.750659525,6.652932472,6.523683066,6.366701381,6.186905281,5.987875451,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CAN,Population,million,,,,,,,,,,,,,34.016593,36.20879421,38.87643116,41.94229679,45.10703462,48.27901625,51.57616213,55.08823778,58.8173579,62.67088825,66.59739126,70.3837143,73.92731958,77.24903322,80.33497645,82.97028966,85.10106915,86.78049193,88.10075001,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CHE,Population,million,,,,,,,,,,,,,7.664318,7.955183178,8.263571235,8.640311753,9.050320478,9.470001355,9.903007259,10.35605501,10.82839167,11.3036107,11.7714519,12.17262061,12.51184009,12.80310293,13.03272442,13.2095421,13.33721276,13.42107239,13.46842305,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CHL,Population,million,,,,,,,,,,,,,17.113688,17.81487214,18.40927997,18.88612195,19.22416527,19.45479335,19.57076197,19.5675443,19.44389826,19.21655108,18.89922179,18.50082308,18.01535137,17.42073512,16.72833992,15.95029297,15.07161606,14.09549292,13.066745,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CHN,Population,million,,,,,,,,,,,,,1341.335152,1360.356618,1370.950314,1370.528371,1359.188423,1338.65868,1308.69294,1270.243983,1224.521993,1173.182876,1117.584554,1059.188951,999.7368677,940.3941478,880.9937184,821.3704232,762.3849258,703.6299652,644.5578068,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CIV,Population,million,,,,,,,,,,,,,19.7378,21.14516888,22.27963197,23.18791968,23.85475767,24.37480532,24.70333009,24.82333233,24.76043608,24.55174975,24.22094043,23.86302743,23.46783873,23.02570527,22.53682283,22.00877581,21.44503126,20.85089815,20.23697636,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CMR,Population,million,,,,,,,,,,,,,19.598889,21.41983387,23.13566934,24.71858808,26.12619591,27.4161612,28.53566166,29.43990178,30.13863678,30.65090257,30.98902889,31.16544775,31.16978227,31.00253976,30.67024538,30.18897285,29.56962984,28.82770029,27.97691167,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,COD,Population,million,,,,,,,,,,,,,65.965795,74.75442605,83.85291234,93.01648979,101.5785723,109.7294137,117.2414123,123.9112768,129.5974329,134.4383782,138.4456795,141.6593322,144.048247,145.6041409,146.354611,146.3497326,145.6181993,144.1996538,142.1589135,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,COG,Population,million,,,,,,,,,,,,,4.042899,4.524707833,5.003272346,5.475385839,5.916472278,6.336306803,6.71903832,7.052868451,7.334082271,7.565742771,7.748736216,7.875923453,7.945755432,7.958085628,7.916195618,7.823354808,7.683156806,7.500047303,7.277764977,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,COL,Population,million,,,,,,,,,,,,,46.294841,49.06474232,51.41108317,53.35601754,54.89778197,56.12236433,56.98083922,57.45099243,57.54006853,57.3058241,56.77345868,55.99024361,54.97425123,53.74381571,52.31169595,50.66878329,48.70096482,46.47639661,44.06844125,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,COM,Population,million,,,,,,,,,,,,,0.73475,0.805599474,0.855923385,0.894351393,0.926755292,0.953682378,0.970861898,0.975669691,0.969673251,0.956569682,0.938893311,0.920054854,0.899383732,0.876111805,0.850266426,0.822063156,0.792047507,0.76096278,0.729863608,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CPV,Population,million,,,,,,,,,,,,,0.495999,0.508411337,0.511634976,0.505733383,0.494914366,0.481241647,0.464250378,0.443730524,0.42004742,0.394539595,0.368000976,0.343773681,0.321620057,0.301302597,0.28262612,0.265516067,0.249119546,0.233531897,0.219344988,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CRI,Population,million,,,,,,,,,,,,,4.658887,4.985336724,5.290638881,5.574721712,5.822129699,6.043319817,6.23050383,6.375097886,6.473901689,6.530770218,6.549748577,6.520947972,6.447358282,6.331461819,6.156185472,5.92670119,5.65259504,5.333691042,4.975961931,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CUB,Population,million,,,,,,,,,,,,,11.257979,11.14299785,10.93701887,10.64573849,10.2937235,9.899662001,9.463169564,8.984587147,8.462598443,7.904684803,7.319842215,6.736437477,6.176413175,5.644412782,5.133637347,4.649687968,4.193600012,3.750867055,3.328921553,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CYP,Population,million,,,,,,,,,,,,,1.103647,1.18190926,1.262849509,1.345521722,1.42005134,1.489239476,1.55425215,1.613459389,1.663299292,1.701539034,1.727639389,1.73714446,1.731392616,1.705461167,1.659861958,1.59610653,1.513458977,1.419428082,1.319923548,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,CZE,Population,million,,,,,,,,,,,,,10.49296,10.84259196,11.21367625,11.62592806,12.0308765,12.41141078,12.81936202,13.28163573,13.78200179,14.28237234,14.76300351,15.17358743,15.52871704,15.82754201,16.06358042,16.24924904,16.39459127,16.4988518,16.55303816,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,DEU,Population,million,,,,,,,,,,,,,82.30246316,82.57134728,83.30727533,84.4603157,85.77352077,87.1106118,88.56093934,90.17689357,91.93353802,93.7162036,95.49593111,97.0398209,98.29057611,99.24811271,100.0051738,100.3333802,100.2135196,99.75458809,99.06466962,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,DJI,Population,million,,,,,,,,,,,,,0.888716,0.96130027,1.032554787,1.094728842,1.145879432,1.190411155,1.228000748,1.257660498,1.278955863,1.29130678,1.295249012,1.292062667,1.281949051,1.265033529,1.241864789,1.213528787,1.18067008,1.144363342,1.105170921,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,DNK,Population,million,,,,,,,,,,,,,5.550142,5.720465796,5.930095983,6.195701122,6.48938236,6.786519696,7.092074944,7.420619732,7.784703633,8.180539461,8.598445339,9.018340328,9.436525964,9.853806817,10.2646935,10.67199445,11.06748314,11.42768774,11.75568617,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,DOM,Population,million,,,,,,,,,,,,,9.92732,10.42360463,10.80249144,11.06790393,11.23309035,11.32005086,11.32488701,11.24987905,11.10200411,10.89445074,10.63352843,10.34782593,10.04172519,9.71887408,9.381336736,9.032194406,8.671852551,8.276762748,7.856892306,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,DZA,Population,million,,,,,,,,,,,,,35.468208,37.82309343,39.86468625,41.46369029,42.63734967,43.56967105,44.29420753,44.76240238,44.88879362,44.66380632,44.10663534,43.29450353,42.27618107,41.08039243,39.735238,38.2832465,36.78552902,35.24279601,33.5796212,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ECU,Population,million,,,,,,,,,,,,,14.464739,15.31797934,16.01899725,16.57550374,16.9961794,17.31253653,17.51115516,17.59087351,17.55305403,17.41796427,17.19134606,16.90372617,16.55774208,16.15743412,15.70790564,15.17397247,14.55726345,13.87542462,13.12442678,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,EGY,Population,million,,,,,,,,,,,,,81.121077,87.50320665,93.15229631,97.85661846,101.7099576,105.0466666,107.7669308,109.7502373,110.9606863,111.5131671,111.4574025,110.9033727,109.8091279,108.142806,105.9461609,103.308935,100.3560736,97.17022595,93.58306294,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ERI,Population,million,,,,,,,,,,,,,5.253676,6.015130546,6.767693685,7.473611579,8.136665069,8.791647809,9.411800161,9.960491111,10.420806,10.79330365,11.08772276,11.30453395,11.44099165,11.49360349,11.46712443,11.36979255,11.2092663,10.98848648,10.70889654,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ESP,Population,million,,,,,,,,,,,,,46.076989,48.23100675,49.851939,51.56641412,53.35407759,55.31459198,57.47100826,59.68264444,61.81105933,63.79024094,65.68332491,67.31388453,68.61211139,69.61223211,70.31937448,70.65891148,70.81126845,70.89381107,70.90420512,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,EST,Population,million,,,,,,,,,,,,,1.34114,1.340267579,1.341763552,1.345555029,1.351665915,1.362127826,1.380529699,1.405504146,1.433730637,1.462365926,1.491922537,1.521456544,1.552332401,1.584678765,1.617058473,1.645397792,1.669438087,1.691947554,1.714626896,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ETH,Population,million,,,,,,,,,,,,,82.94953974,91.69854341,100.5908292,108.9855616,116.3049689,122.792113,128.4144645,133.1989592,137.1521728,140.2425677,142.4325883,143.839431,144.4697166,144.3174034,143.3993326,141.7351558,139.3642765,136.3845073,132.8985939,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,FIN,Population,million,,,,,,,,,,,,,5.364545106,5.529990209,5.729776053,5.961847982,6.203049122,6.438885758,6.682571709,6.94915866,7.249054231,7.577711349,7.927731517,8.281482333,8.62468701,8.964351258,9.304105372,9.637302651,9.94459558,10.22915283,10.49815099,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,FJI,Population,million,,,,,,,,,,,,,0.860623,0.879071376,0.880651821,0.866594655,0.844190706,0.815849923,0.781775877,0.743111816,0.701242778,0.657559415,0.612939184,0.571479263,0.5333148,0.498274524,0.466263293,0.437099637,0.410599646,0.386549365,0.364841935,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,FRA,Population,million,,,,,,,,,,,,,62.78741655,65.09635246,67.81832058,70.92162895,74.24696663,77.6557943,81.19313627,84.87046401,88.70868356,92.6653954,96.7444042,100.6109914,104.3389449,108.0130015,111.6154385,114.9521062,118.04121,120.9263462,123.6508579,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GAB,Population,million,,,,,,,,,,,,,1.505463,1.62268206,1.737539512,1.839753263,1.925010966,1.998258661,2.058780448,2.106022388,2.140838759,2.163344774,2.173918455,2.172582478,2.158808774,2.132933804,2.095257286,2.046980344,1.989028884,1.923277959,1.852061674,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GBR,Population,million,,,,,,,,,,,,,62.03557,64.63199332,67.50359458,70.75781461,74.18238175,77.66510836,81.33042656,85.26179805,89.44735154,93.75562894,98.14835343,102.490657,106.7977284,110.9546627,115.0103494,118.8577436,122.3088365,125.4352925,128.3225331,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GEO,Population,million,,,,,,,,,,,,,4.352244,4.221227198,4.031425664,3.807200608,3.585553959,3.372448175,3.157211259,2.937022952,2.715720584,2.499690916,2.293705602,2.104519439,1.931379778,1.772514499,1.626454457,1.493009101,1.366333367,1.248380049,1.14289242,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GHA,Population,million,,,,,,,,,,,,,24.391823,26.92026994,29.26273669,31.41393644,33.36481632,35.20959026,36.85476192,38.20685297,39.25075021,40.0164184,40.54211309,40.88944301,41.0449365,40.99458967,40.73936968,40.29515787,39.68218196,38.91361357,38.00302362,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GIN,Population,million,,,,,,,,,,,,,9.98159,10.69646568,11.2599776,11.64932529,11.888539,12.01478013,11.99961996,11.8442492,11.56811022,11.20334049,10.7724351,10.37542946,10.01303468,9.680760262,9.374811857,9.093232385,8.834724172,8.598711239,8.384241514,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GLP,Population,million,,,,,,,,,,,,,0.460666,0.471549344,0.478344527,0.481990566,0.483449194,0.483320525,0.481488193,0.477362487,0.470562789,0.461417531,0.450285447,0.438011602,0.423780935,0.408349438,0.392336551,0.37571623,0.357647216,0.338416143,0.318507622,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GMB,Population,million,,,,,,,,,,,,,1.728394,1.931162842,2.109980488,2.264983112,2.395551148,2.510511077,2.603381709,2.669472705,2.709546015,2.727104616,2.725775173,2.716426075,2.698968711,2.672956906,2.63917185,2.598584609,2.552102343,2.500361448,2.443640116,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GNB,Population,million,,,,,,,,,,,,,1.515224,1.641669397,1.758067742,1.861822181,1.948923922,2.027566416,2.092579723,2.142635389,2.175536297,2.193802201,2.199439252,2.196778614,2.185868708,2.165918174,2.137021312,2.100073241,2.056002879,2.006003559,1.951205192,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GNQ,Population,million,,,,,,,,,,,,,0.700401,0.793109252,0.891538526,0.992367011,1.087292811,1.178046706,1.261840997,1.33719469,1.403746509,1.462338512,1.512958812,1.552588274,1.579655679,1.593634435,1.594583631,1.583955006,1.563149178,1.532660185,1.493753475,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GRC,Population,million,,,,,,,,,,,,,11.359346,11.5117605,11.58983159,11.71178804,11.88118724,12.08624314,12.31609016,12.56117807,12.81323406,13.06423699,13.31841767,13.54152814,13.70455662,13.81373758,13.88665175,13.90851701,13.89017141,13.84699731,13.78490658,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GTM,Population,million,,,,,,,,,,,,,14.388929,15.70150025,16.73915491,17.56874343,18.21517351,18.70428173,19.01351572,19.15457451,19.14844015,19.03152862,18.81263502,18.55946882,18.26904286,17.93713203,17.56247444,17.14485665,16.68362061,16.18470428,15.63664255,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GUM,Population,million,,,,,,,,,,,,,0.179896,0.189768868,0.198757057,0.206450897,0.212505859,0.217130501,0.220132724,0.221515447,0.221399216,0.220103212,0.217808628,0.214696517,0.210908104,0.206509712,0.201448492,0.195245336,0.187608788,0.178714034,0.168402005,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,GUY,Population,million,,,,,,,,,,,,,0.754493,0.752845476,0.744785314,0.722366797,0.690905938,0.655657311,0.616692208,0.574291829,0.529563405,0.484372334,0.439804465,0.400071209,0.36470938,0.333151436,0.305135479,0.280299365,0.258091855,0.23834038,0.221400373,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,HKG,Population,million,,,,,,,,,,,,,7.053189,7.392447078,7.749186483,8.169389478,8.632692003,9.114248071,9.563385521,9.955659372,10.26509343,10.48477481,10.62460596,10.62223055,10.50040355,10.27530081,9.957069936,9.524690103,8.998642757,8.403155904,7.761123315,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,HND,Population,million,,,,,,,,,,,,,7.600524,8.17134636,8.624684797,8.96191278,9.201880767,9.367079219,9.453698822,9.465218378,9.408530981,9.298007139,9.137385936,8.956477992,8.755837495,8.536436204,8.298493076,8.04449897,7.776635168,7.482841127,7.16115397,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,HRV,Population,million,,,,,,,,,,,,,4.40333,4.373603992,4.341722129,4.309457428,4.272875196,4.237059389,4.19866952,4.151267174,4.091133706,4.019882298,3.939257467,3.840779788,3.726674266,3.597553274,3.444183472,3.267705438,3.076998921,2.875759271,2.660106971,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,HTI,Population,million,,,,,,,,,,,,,9.993247,10.45836153,10.79155091,10.97664676,11.05283709,11.06034468,10.99278841,10.85243592,10.64443691,10.37361373,10.04719441,9.714367816,9.371363548,9.01656165,8.650246565,8.27839889,7.906817342,7.542069188,7.190649033,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,HUN,Population,million,,,,,,,,,,,,,9.983645,9.9065095,9.891423118,9.925520775,9.979229748,10.03022279,10.08874797,10.16184263,10.25100596,10.35110327,10.45589196,10.53398468,10.58244418,10.61109182,10.63368159,10.65042492,10.63935576,10.61200243,10.57549884,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,IDN,Population,million,,,,,,,,,,,,,239.870937,250.3427993,258.8964218,265.1764456,269.3348023,271.8948125,272.6613468,271.5723176,268.5521597,263.8296104,257.5671248,250.0533234,241.5516359,232.2573386,222.3982143,212.1370252,201.6326739,191.0125045,180.3594739,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,IND,Population,million,,,,,,,,,,,,,1224.614327,1297.664534,1360.705885,1414.147602,1457.426895,1493.691491,1521.1824,1539.272813,1547.000466,1544.710542,1532.066513,1509.196262,1476.770998,1435.372824,1385.981211,1329.635444,1267.836894,1202.189654,1134.339702,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,IRL,Population,million,,,,,,,,,,,,,4.4699,4.807107372,5.151209936,5.512227096,5.881843389,6.260681856,6.656458478,7.068032301,7.487505231,7.903871386,8.317508615,8.716316263,9.10313024,9.461608594,9.793554572,10.10218742,10.37227012,10.61101321,10.82373818,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,IRN,Population,million,,,,,,,,,,,,,73.97363,77.98638178,81.23007751,83.47896048,84.95974391,86.08361878,86.88456833,87.19932417,86.86972088,85.90802995,84.38242459,82.3861036,79.94388445,77.03905519,73.70205091,69.7544148,65.4833776,61.09325724,56.61055923,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,IRQ,Population,million,,,,,,,,,,,,,31.671591,35.6830861,39.4405075,42.99053901,46.31494119,49.47855847,52.29506521,54.64222993,56.5079755,57.9872899,59.11604486,59.9687213,60.53301708,60.79619001,60.75781609,60.42879061,59.82100896,58.84863741,57.43161745,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ISL,Population,million,,,,,,,,,,,,,0.320135946,0.348210063,0.378460871,0.411374799,0.444882937,0.478341318,0.513052273,0.549740774,0.588210724,0.627416399,0.666901513,0.70508661,0.741415181,0.776645306,0.809760839,0.839836548,0.866735422,0.890919551,0.91317115,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ISR,Population,million,,,,,,,,,,,,,7.4184,8.409279388,9.509965519,10.7032154,11.94571437,13.21697595,14.54680579,15.92960407,17.3542142,18.78949102,20.22339022,21.73826474,23.32801859,24.99320034,26.73604217,28.55346025,30.43429262,32.41066035,34.52851943,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,ITA,Population,million,,,,,,,,,,,,,60.550848,61.93232288,62.89220969,64.06329018,65.37308511,66.7544909,68.19653033,69.62867697,71.01208253,72.32352319,73.57529719,74.47614076,75.00824404,75.3068399,75.46753834,75.3821081,75.14541496,74.80067826,74.34614275,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,JAM,Population,million,,,,,,,,,,,,,2.741052,2.756512801,2.736797198,2.671700137,2.583038436,2.481514691,2.366384784,2.238157347,2.099263085,1.954492094,1.806722272,1.67020344,1.545727748,1.433883475,1.33405765,1.244243369,1.162434679,1.082959842,1.007702963,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,JOR,Population,million,,,,,,,,,,,,,6.187227,7.055699361,7.983313711,8.923849131,9.81260304,10.66597938,11.46650743,12.195439,12.83812817,13.39043014,13.84350981,14.16776886,14.35905121,14.41794806,14.35060801,14.16841737,13.88740546,13.49001857,12.982505,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,JPN,Population,million,,,,,,,,,,,,,126.53592,126.6612352,126.4258868,125.9663154,125.3692473,124.6064975,123.7834789,122.9967132,122.3101652,121.7401342,120.9391904,119.6592632,117.9743123,116.0552903,114.0461377,111.8364656,109.6084648,107.440862,105.3420831,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KAZ,Population,million,,,,,,,,,,,,,16.026367,16.77657628,17.39400681,17.86069474,18.19959967,18.48093538,18.70373103,18.82152915,18.81415247,18.71152329,18.53413061,18.27920815,17.94719085,17.53043913,17.03202952,16.46880647,15.86447168,15.2359953,14.56947349,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KEN,Population,million,,,,,,,,,,,,,40.512682,45.15977957,49.55266056,53.62113203,57.34033913,60.81394764,63.85866708,66.33358352,68.21605867,69.59934377,70.52624208,71.14968111,71.45198644,71.42943845,71.11043902,70.52550119,69.69384691,68.6149595,67.29379842,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KGZ,Population,million,,,,,,,,,,,,,5.334223,5.543633447,5.659697997,5.677553538,5.650300759,5.593232426,5.492097631,5.346579485,5.164827312,4.960888579,4.741933807,4.527086717,4.315973217,4.10801519,3.903279575,3.703213841,3.511482441,3.331813301,3.165564302,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KHM,Population,million,,,,,,,,,,,,,14.138255,14.71211901,15.14562318,15.32980524,15.33767079,15.24124833,15.0393539,14.73767645,14.34440406,13.87936417,13.35569532,12.82199825,12.27537387,11.71622487,11.14985386,10.5916182,10.05438761,9.547301131,9.075827408,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KOR,Population,million,,,,,,,,,,,,,48.183584,49.07374738,49.90543775,50.67285373,51.32509133,51.71521485,51.81731566,51.67342562,51.33614282,50.84629627,50.25249206,49.56692609,48.71405101,47.68409652,46.60629486,45.57013916,44.56367988,43.51078316,42.48365715,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,KWT,Population,million,,,,,,,,,,,,,2.736732,3.207293404,3.656264067,4.124874398,4.580420086,5.026944147,5.445350329,5.812300816,6.11667579,6.360094666,6.545440923,6.655470177,6.690445854,6.65217681,6.548895046,6.393804831,6.193518403,5.944102346,5.640566143,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LAO,Population,million,,,,,,,,,,,,,6.200894,6.570332337,6.879686609,7.107217289,7.250698097,7.330685053,7.350785991,7.316435755,7.233375095,7.10825711,6.940560489,6.74862034,6.53287887,6.295500864,6.041227078,5.776201903,5.508332898,5.245025178,4.99212006,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LBN,Population,million,,,,,,,,,,,,,4.227597,4.371854047,4.494019005,4.588934443,4.653974215,4.6953766,4.711960464,4.70174962,4.663562332,4.600960223,4.515792015,4.405912534,4.274503081,4.124757036,3.960809812,3.78640763,3.605438423,3.417174847,3.213435268,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LBR,Population,million,,,,,,,,,,,,,3.994122,4.842325459,5.723979144,6.649668495,7.542798266,8.416840005,9.254724426,10.03284771,10.73492251,11.35044446,11.87509471,12.28675707,12.58043094,12.75459136,12.81249706,12.76281389,12.61414444,12.3756844,12.05567291,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LBY,Population,million,,,,,,,,,,,,,6.355112,6.888002223,7.337016635,7.677388855,7.941901633,8.185872437,8.413194431,8.59952123,8.717612894,8.760771829,8.733246537,8.653386088,8.534334576,8.381633303,8.197149712,7.969098444,7.69995049,7.402010769,7.065144618,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LCA,Population,million,,,,,,,,,,,,,0.174267,0.181507734,0.187064776,0.190944286,0.193476616,0.195100605,0.195732712,0.195225808,0.193537065,0.19084138,0.187250053,0.182772971,0.177490637,0.171489564,0.164874584,0.157774913,0.149909281,0.141397079,0.132538876,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LKA,Population,million,,,,,,,,,,,,,20.859949,21.55201938,21.94956587,22.08025069,22.05253353,21.93656178,21.70539129,21.32461487,20.80128646,20.17620223,19.48047676,18.76955182,18.04832213,17.31804207,16.58296605,15.85616073,15.08491198,14.27851865,13.44492614,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LSO,Population,million,,,,,,,,,,,,,2.171317966,2.250123842,2.330541222,2.392153595,2.431833245,2.458194778,2.471913472,2.474168918,2.465466089,2.444457715,2.411169755,2.366859213,2.314311935,2.253532756,2.185713404,2.111714272,2.032955841,1.950406962,1.865115002,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LTU,Population,million,,,,,,,,,,,,,3.323611,3.24590754,3.160513471,3.06627937,2.963323049,2.855524133,2.746714735,2.637396119,2.523988547,2.405112899,2.281465727,2.15861581,2.039439448,1.925157611,1.815392378,1.704341588,1.591796304,1.484271658,1.38607676,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LUX,Population,million,,,,,,,,,,,,,0.507448,0.561459653,0.61679662,0.681815178,0.750502636,0.820749492,0.892733574,0.966381846,1.041400172,1.116457922,1.190817371,1.260271449,1.323280264,1.37816905,1.425119658,1.462778365,1.490074308,1.508305527,1.518768527,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,LVA,Population,million,,,,,,,,,,,,,2.25206,2.181827589,2.118523164,2.062007518,2.007590393,1.957592249,1.912765047,1.867941014,1.819249851,1.766715433,1.711143109,1.650393902,1.585620284,1.517143446,1.445153453,1.368769271,1.286541036,1.203734679,1.123060382,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,MAC,Population,million,,,,,,,,,,,,,0.543656,0.591811399,0.622207283,0.661194012,0.70416819,0.747586809,0.787345965,0.821132732,0.847700655,0.866547943,0.878326267,0.881117704,0.873390574,0.855931214,0.830338212,0.796185347,0.754111674,0.706055984,0.653737747,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,MAR,Population,million,,,,,,,,,,,,,31.951412,33.05338353,33.68889247,33.85247379,33.66953052,33.26955591,32.67360684,31.88408166,30.89990619,29.75506562,28.47516809,27.18078316,25.89100192,24.61498467,23.35789004,22.13276866,20.95642935,19.84419388,18.72650127,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,MDA,Population,million,,,,,,,,,,,,,3.572885,3.34412953,3.113294175,2.867935587,2.633842771,2.408895757,2.190963153,1.978796981,1.775091443,1.582975216,1.403494163,1.242998032,1.098682538,0.968345345,0.850917368,0.746651417,0.656163607,0.58004018,0.517022607,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,MDG,Population,million,,,,,,,,,,,,,20.713819,23.33583409,25.91512753,28.37142987,30.61572176,32.68678853,34.50274501,36.0179792,37.23211085,38.20596289,38.94698409,39.46005767,39.73676833,39.7737447,39.56969654,39.12646417,38.44755832,37.55126317,36.46506423,,,,,,,,,,
IIASA-WiC POP,SSP5_v9_130115,MDV,Population,million,,,,,,,,,,,,,0.315885,0.337334592,0.357794609,0.375220426,0.38883774,0.399928124,0.409122521,0.416557902,0.42172317,0.424286008,0.424095313,0.420894921,0.414057578,0.403518081,0.387917361,0.367251681,0.342792591,0.31668074,0.290884253,,,,,,,,,,
