"country","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"MUS",6275.611939994,9754.594988695,15512.889068646,25261.126574109,41990.70691929,70648.26134614,119454.49917,183725.82871,255534.09744,319262.677,352839.82585,389948.31427,430959.53648,476283.94659,526375.16652,581734.52603,642916.08021,710532.15461,785259.47364,867845.93341
"MYS",6052.967517405,8489.29401288,11122.953658688,14330.972345208,18082.859089187,23241.436451845,28945.829337347,34883.00772619,40476.454938922,44997.976344075,49730.454827728,54960.652418279,60740.914691147,67129.092453969,74189.120736938,81991.658676067,90614.796693574,100144.83805,110677.16261,122317.18141
"NAM",3889.865992384,5414.431627914,7745.948670812,11446.158064763,17371.347728496,27014.447437122,43043.325043155,63616.413288098,86588.728308087,107902.48695,119250.69056,131792.39517,145653.12237,160971.59497,177901.1254,196611.15008,217288.92524,240141.40099,265397.2926,293309.36952
"NCL",34647.550776583,42645.956003233,49985.752310849,58588.801102082,68672.520786173,80491.749658961,89821.116881662,97790.221666317,103866.57933,110320.50155,117233.66345,124580.0341,132386.76025,140682.68977,149498.47828,158866.7024,168821.98014,179401.09883,190643.15105,202589.67911
"NGA",992.158982528,1255.862284581,1470.004021539,1751.245356933,1935.070263743,1988.818027754,1991.756377681,1989.995249259,1983.5896867,2018.911406431,2055.88298491,2093.531610242,2131.869680937,2170.909822552,2210.664891853,2251.147981046,2292.37242209,2334.351791089,2377.099912758,2420.630864981
"NIC",961.961486071,1133.280659512,1389.032679309,1943.01106091,3090.624963154,4097.115934796,5003.99373239,5923.553848431,6756.948641368,7747.18652086,8561.965239762,9462.43498456,10457.607959117,11557.444189052,12772.951205023,14116.294209791,15600.91783166,17241.680682839,19055.00406942,21059.036341336
"NLD",41315.219029369,49102.401439284,58917.336294185,68244.41578747,76232.886407749,85037.336491691,93840.708005874,102984.1507,112983.57537,123715.20079,135533.4599,148480.69303,162664.74876,178203.77821,195227.21924,213876.87463,234308.09331,256691.06436,281212.23467,308075.86203
"NOR",64563.667073665,70650.600660395,77693.494679552,84359.211493343,91747.432430994,98022.401399283,105056.3436,112723.52997,121399.50944,131376.08107,142243.15748,154009.12926,166748.35061,180541.32611,195475.21949,211644.4044,229151.06084,248105.82086,268628.4677,290848.69273
"NRU",9867.771857115,16991.996634927,29259.690416657,48057.478883033,75269.778008695,107132.36416,138439.36437,162266.16604,181073.56751,192324.87404,204376.78616,217183.92346,230793.61161,245256.14195,260624.95728,276956.84933,294312.1687,312755.04777,332353.63776,353180.36055
"NZL",26431.160248617,32163.051891416,37747.102646871,43725.293706389,49007.908187551,54068.371128087,58386.26857113,63090.58896234,68355.196062616,74181.918946176,80545.318665223,87454.577221026,94956.518934363,103101.98476,111946.17685,121549.03265,131975.63109,143296.63364,155588.7632,168935.324
"OMN",14861.087006401,16088.779981424,17909.547852278,20978.070114337,25638.700087015,32365.958196738,39542.016859219,47275.387305523,55594.460762111,65999.046673864,72940.227004672,80611.417643399,89089.394444335,98459.007848849,108814.0321,120258.10375,132905.75893,146883.57961,162331.46053,179404.00927
"PAK",780.916283065,1182.145698168,1854.54780208,2880.937669407,4400.851047906,6305.93706171,8438.04755736,10461.136844681,12524.387344976,14393.40766229,15907.17556037,17580.147818044,19429.068103974,21472.441033823,23730.717370675,26226.498703143,28984.763649662,32033.117852903,35402.070266318,39125.338498005
"PAN",6536.496041465,7650.681235878,9223.134110198,12620.105195021,19522.835915536,25523.180269037,30786.308348536,35776.088604423,39957.954723169,44915.806788032,49639.643424037,54860.290295891,60629.997392207,67006.509880869,74053.646042085,81841.93598318,90449.32752762,99961.966343024,110475.05812,122093.8214
"PER",3859.067369428,4649.265256781,5710.108744887,7963.929359072,12583.48426999,16713.010362411,20486.221052056,24258.651957697,27614.763692205,31567.013016046,34886.944755849,38556.036764676,42611.010548576,47092.4496481,52045.205812022,57518.847888709,63568.157927818,70253.679457464,77642.323424198,85808.037860247
"PHL",1406.150377953,2140.020158291,3329.458726723,5070.827354488,7552.769292885,10466.052484388,13464.59972291,16025.058802134,18451.48670905,20460.085621078,22611.891609753,24990.005009778,27618.226779371,30522.861045379,33732.978363817,37280.706667766,41201.552814523,45534.757950169,50323.690248141,55616.278952492
"PLW",8000,13775.751511868,23721.416214592,38961.159280052,61022.714427209,86854.35027027,112235.56149,131552.42613,146799.96265,155921.62188,165692.34808,176075.35042,187108.99681,198834.0594,211293.86536,224534.45689,238604.76141,253556.77233,269445.74121,286330.38191
"PNG",936.058029321,1358.34391871,2021.500634195,2950.777668963,4227.981520764,5650.271350915,7024.031373398,8100.181361205,9072.780586334,9832.228095052,10660.539713196,11558.632069757,12532.383811548,13588.168829328,14732.897979408,15974.064320069,17319.792158905,18778.890232138,20360.909363993,22076.204983576
"POL",9988.017018476,14053.074503773,18245.78575906,23135.796461289,27296.631346373,31367.547992607,36475.598221693,42163.625322601,47587.869438614,53203.18403331,58798.611742641,64982.515721188,71816.78655845,79369.823934046,87717.221184692,96942.52186773,107138.05589,118405.86359,130858.71697,144621.24837
"PRI",25307.237333114,32410.143073359,39442.209756656,48434.647898843,60148.934179625,75300.83134468,90628.671184449,107091.54783,123665.13407,142178.67195,157131.73341,173657.42208,191921.13259,212105.6543,234413.00069,259066.43118,286312.68559,316424.45359,349703.10388,386481.70036
"PRK",508.497640435,874.398932991,1516.580801894,2564.610146985,4187.491084988,6250.743588059,8529.892100855,10574.468863135,12473.62391099,13987.632091998,15458.724200817,17084.532417296,18881.328376516,20867.095016362,23061.706556804,25487.127407774,28167.631996361,31130.047713435,34404.023411196,38022.326138848
"PRT",18404.404264728,22545.48829844,28319.875920458,34164.450143678,39906.956765709,47650.662218949,57127.927259641,67743.309733734,79099.911123187,91142.68328951,100728.24297,111321.92476,123029.75378,135968.90594,150268.88061,166072.79674,183538.82524,202841.77199,224174.82738,247751.49978
"PYF",20176.697878054,34743.647037264,59827.481025175,98263.442471546,153904.60909,219054.2481,283067.87691,331786.69465,370242.31186,393247.93216,417890.55598,444077.39366,471905.21235,501476.84306,532901.56061,566295.48749,601782.02289,639492.29877,679565.66436,722150.20113
"QAT",57897.613699186,62242.69365696,70361.518708345,78621.536271321,88175.337903553,97953.319857367,112061.09672,130002.4719,150698.6543,175146.82986,193567.18275,213924.82107,236423.4909,261288.3665,288768.30389,319138.33152,352702.40283,389796.43835,430791.68763,476098.44492
"REU",24971.045478219,42999.364687438,74043.570387793,121612.61003,190475.12215,271105.49132,350329.91377,410625.20196,458218.56794,486690.73887,517188.8949,549598.19788,584038.40858,620636.7925,659528.59015,700857.51681,744776.29355,791447.21163,841042.7322,893746.12355
"ROU",5213.499117727,7535.361829895,10465.803781888,13970.292348623,17877.917622797,21525.690296887,25355.69584833,29407.761758516,33465.423700534,37645.307878236,41604.499469031,45980.082874266,50815.850403347,56160.200043062,62066.619840903,68594.223231423,75808.340663358,83781.173448714,92592.516377771,102330.55633
"RUS",6328.538258166,9049.593937806,11974.223144923,15169.06554107,17868.468441176,20624.923301249,23667.315383601,26816.649602414,30031.564738574,33390.855641703,36902.602584873,40783.683178105,45072.940580452,49813.303121667,55052.213943354,60842.105825873,67240.925953236,74312.715867994,82128.252420526,90765.756127541
"SAU",13154.30950282,17537.764418085,22623.473004598,30549.150704386,38539.08519274,45605.376268346,53015.59601524,61250.292743195,69623.786203423,79782.373332412,88173.158782036,97446.410840773,107694.93933,119021.31497,131538.89594,145372.96239,160661.97031,177558.93722,196232.97366,216870.97566
"SDN",873.646440789,1128.524981618,1510.03186013,2080.124869077,2944.808778059,4275.353753956,6372.765509853,8838.876013019,11369.075618522,13504.749050496,14543.723599603,15662.630630953,16867.619671236,18165.31335491,19562.843822283,21067.891917845,22688.729404282,24434.264424183,26314.090459302,28338.539056449
"SEN",829.652903582,1050.353192579,1371.052073639,1837.096227351,2538.622351977,3610.742213631,5270.785555316,7172.184542905,9067.133964753,10601.68364068,11238.474881566,11913.515055188,12629.101587707,13387.669900427,14191.801698488,15044.233757421,15947.867237465,16905.777557355,17921.224861175,18997.665113904
"SGP",33612.87660663,41053.837352823,46849.235762092,54216.363181593,63320.354215993,72887.340241772,82146.034530202,92768.969094647,103871.94917,115167.99031,127280.31358,140666.50101,155460.52607,171810.45232,189879.91532,209849.76034,231919.8523,256311.07608,283267.54727,313059.05527
"SLB",1028.425768135,1448.942661955,2110.147710381,3017.079965333,4248.259207287,5602.210343233,6887.525602754,7866.847059765,8740.95579671,9419.717061107,10156.229420223,10950.328483017,11806.516860204,12729.649214312,13724.959786033,14798.092072831,15955.130828058,17202.636562035,18547.682740717,19997.895892861
"SLE",270.055657364,359.580823059,492.793124879,693.690513222,1006.050175687,1496.31810867,2277.663873872,3220.48590008,4212.423866961,5071.099341773,5534.774132758,6040.844920607,6593.188173453,7196.034803387,7854.00257497,8572.13147699,9355.922328443,10211.37891443,11145.053974749,12164.099397443
"SLV",2963.504445861,3731.257990032,4673.516607193,6596.671369498,10506.485559246,14008.815099035,17241.27749149,20564.454295951,23666.019510255,27334.750295484,30209.571079429,33386.739404524,36898.05343925,40778.65559466,45067.384241442,49807.162417382,55045.427415561,60834.605552722,67232.636869472,74303.55501368
"SOM",261.346005053,324.599774736,395.498452233,486.386135157,608.412286316,777.769717069,1020.133941567,1248.550080859,1424.853840896,1513.632259154,1457.800729357,1404.028589944,1352.239878662,1302.361435189,1254.322797775,1208.056103711,1163.495993458,1120.579518314,1079.24605149,1039.437202466
"STP",793.958580696,1070.777078109,1485.004998465,2112.853258448,3095.86101303,4651.008317071,7178.893411892,10303.671491792,13673.82353154,16699.949214864,18456.298205608,20397.364032169,22542.573533756,24913.396688089,27533.561490158,30429.29142997,33629.567946051,37166.420481425,41075.247045042,45395.168486953
"SUR",4784.650691146,5931.343199444,7535.081698492,10883.712404173,17809.495264687,24062.625857366,29811.608836774,35480.717676261,40388.949917837,45993.405823,50830.574538831,56176.472729392,62084.603940594,68614.098735389,75830.306492323,83805.449444079,92619.345501855,102360.2071,113125.52405,125023.03928
"SVN",19221.506184857,26637.12372329,35914.972835833,46661.567772856,57889.736871614,67135.465569682,76045.866785057,85333.628545652,94891.048159441,105370.04589,116451.91035,128699.26468,142234.6845,157193.63685,173725.83595,191996.74161,212189.2152,234505.34977,259168.49269,286425.48101
"SWE",42334.07355183,48776.595712332,56846.987954563,64259.758038948,69294.226310488,75016.627378096,81563.777596601,88572.532919501,96317.666354139,104896.07232,114295.2581,124536.65551,135695.73072,147854.71202,161103.19573,175538.80644,191267.91636,208406.42916,227080.63402,247428.13624
"SYC",13194.762989986,20697.909252756,32769.996491081,52897.006038638,88002.518775838,149251.58647,255067.15435,396549.35391,557872.88402,709111.93601,783689.88934,866111.27449,957200.99238,1057870.6995,1169127.9322,1292086.1902,1427976.081,1578157.6365,1744133.924,1927566.09
"SYR",1795.98186867,2253.464118108,2883.053405045,3845.019319063,5324.792828199,6862.666490192,8233.664089702,10127.990760074,12680.78622824,14506.147790204,16031.772671041,17717.848921235,19581.251358607,21640.629541061,23916.59441763,26431.924609775,29211.794387491,32284.02562186,35679.366235689,39431.797939054
"TGO",409.699633169,547.863333943,754.528291923,1070.553734981,1562.009183701,2342.575302052,3603.891411738,5147.42096081,6793.599117799,8250.512003603,9084.261250994,10002.264397685,11013.035657715,12125.949642581,13351.328308049,14700.536687316,16186.088298409,17821.76120345,19622.725796201,21605.68550309
"THA",3041.165800154,4749.739711993,6912.79271196,9794.908557211,13526.242000736,18917.059866738,25298.220991567,32215.33937697,38914.473326341,44410.049873146,49080.69559009,54242.557405091,59947.296966156,66252.00922424,73219.793858709,80920.386800139,89430.858170947,98836.383629078,109231.09683,120719.03157
"TLS",5100.945285308,8783.669340755,15125.205775083,24842.342717467,38909.190931774,55379.911064957,71563.432275785,83880.215980629,93602.322170622,99418.457749555,105648.45022,112268.84108,119304.09439,126780.20723,134724.80579,143167.24741,152138.72909,161672.40279,171803.49791,182569.45145
"TON",2721.45662355,4573.813054405,7534.648716489,11839.81011401,18288.545499603,25041.060720695,30664.073245714,34745.956845086,38326.77005782,40650.819409166,43137.214465487,45775.689122318,48575.545282358,51546.653796371,54699.489262717,58045.16695539,61595.482010754,65362.951011114,69360.856111743,73603.291866914
"TTO",13869.140226755,17348.218787062,21436.350568996,26627.795304428,33483.959476286,42736.518972682,52295.144945379,62345.103152324,71738.174644826,81756.391251178,90354.785977616,99857.48177141,110359.58481,121966.20366,134793.50127,148969.85755,164637.15424,181952.1949,201088.27428,222236.9127
"TUN",3839.204971426,5171.171390574,7219.500021174,10413.453354122,15272.84106041,20812.24567659,26333.459266945,33399.284222049,41957.664838276,47696.03165834,52712.267096413,58256.064620792,64382.908420435,71154.118007392,78637.461923093,86907.835988683,96048.012887581,106149.47058,117313.30786,129651.25615
"TUR",7747.492264173,8934.877616768,11188.56853234,15147.017459595,21059.639815877,28556.887428942,37514.787946368,47363.973184867,57106.402990487,65491.839355289,72379.676226748,79991.913225533,88404.73617809,97702.343444175,107977.7886,119333.91176,131884.36882,145754.76897,161083.93183,178025.27683
"TUV",3524.392506029,6068.894424167,10450.447692387,17164.3022241,26883.499678097,38263.602651065,49445.271476424,57955.298100853,64672.586031291,68691.124459349,72995.608733065,77569.830691358,82430.693269366,87596.158613574,93085.3144566,98918.444651308,105117.10412,111704.19853,118704.06889,126142.58153
"TWN",19281.388747576,25045.150003815,30414.084644937,37031.002831748,45142.12328081,54659.735460837,64970.67916732,77093.219763446,90658.666597617,104773.25729,115792.35695,127970.34544,141429.10415,156303.33288,172741.89789,190909.32189,210987.43054,233177.17231,257700.6296,284803.2414
"TZA",426.987516108,510.600065209,620.653568439,768.08002627,974.550430544,1274.803945375,1714.798476924,2153.961451377,2520.987745668,2741.617257223,2703.153115042,2665.228614282,2627.836183922,2590.968359158,2554.617779918,2518.777189388,2483.439432566,2448.597454832,2414.244300539,2380.37311163
"UKR",1991.920190163,3113.041400795,4665.579169005,6667.60750135,9014.418124012,11629.54810511,13871.597108336,15885.584340991,17911.922357855,19996.28940926,22099.317524538,24423.523037439,26992.167377928,29830.958401917,32968.307684123,36435.614870662,40267.581937261,44502.560498289,49182.935642611,54355.550137799
"URY",7019.900314759,9094.019981582,11860.142946363,15687.52915905,21058.451984943,25815.837230282,30326.533174687,34948.175777625,39404.669405889,44394.617171524,49063.63981707,54223.707860764,59926.464997946,66228.986338809,73194.349635281,80892.266584373,89399.780526272,98802.037519981,109193.13851,120677.08114
"USA",42167.048535641,49216.520767249,57023.861132403,65563.494451476,72381.862899634,78850.419531495,85343.291229322,91924.052363694,98662.392560035,106519.80566,115060.11355,124285.14725,134249.80516,145013.38724,156639.94785,169198.67695,182764.31189,197417.58211,213245.68961,230342.82789
"VCT",5251.367720146,7037.188569153,9360.583207997,13629.692545524,22193.647352257,30295.662363809,37935.808743861,45670.591996583,52630.078757526,60623.332790826,66999.144357242,74045.505879576,81832.939712307,90439.38511068,99950.978272967,110462.91442,122080.40054,134919.70835,149109.33794,164791.30391
"VEN",5965.839068792,8446.956048749,11254.332814361,15466.667374064,19829.378392812,23610.907276754,27284.416491351,31233.747985962,35245.10522984,40013.657081685,44221.93013253,48872.791123646,54012.787435039,59693.361877407,65971.367549075,72909.636840918,80577.610284039,89052.031533953,98417.71544688,108768.39694
"VNM",845.630841472,1380.699127737,2347.675259657,3911.348916355,6376.368024369,9716.720990712,13680.971936763,17650.778153758,21646.563658272,24947.803345273,27571.586727066,30471.315815954,33676.01207529,37217.749182375,41131.974032595,45457.861503867,50238.706531984,55522.357420886,61361.694724565,67815.160493425
"VUT",2105.898979543,2985.312820193,4358.049768732,6249.207013739,8786.284597004,11523.826644385,14067.163016325,15933.637393247,17522.238161297,18648.687089445,19857.412392631,21144.481916595,22514.973586746,23974.294457128,25528.20204308,27182.827036588,28944.697493937,30820.764591109,32818.430048528,34945.575333353
"WLF",12081.485765696,20803.9432253,35823.744042344,58838.586407122,92155.63196706,131166.19956,169496.54231,198668.59547,221695.2074,235470.60691,250226.2181,265906.47998,282569.33519,300276.3573,319092.97834,339088.7306,360337.50357,382917.81696,406913.11088,432412.05416
"WSM",2308.142496,3954.429893913,6762.580975084,10884.407856717,17221.306003989,23624.261676646,28841.49453494,32449.551252376,35495.413371424,37457.639765435,39547.978508623,41754.969451166,44085.122416249,46545.310510372,49142.790396527,51885.223698719,54780.699600981,57837.758707534,61065.418234472,64473.198607284
"YEM",862.43640064,952.665069266,1099.429179999,1312.630492328,1617.353563472,1874.061797758,2030.942379749,2259.981932331,2572.469613246,2704.182017755,2844.050462586,2991.15332497,3145.864790791,3308.578399951,3479.708047424,3659.689036079,3848.979183961,4048.059988844,4257.43785302,4477.645371432
"ZAF",5751.314178872,8118.161645672,11547.218434299,16687.435011761,24389.500019053,32568.95113517,39732.379100561,46554.009061509,52291.719346259,58947.900736872,65147.505576001,71999.128547767,79571.342997782,87939.934193371,97188.657808,107410.07818,118706.49471,131190.96574,144988.44005,160237.0074
